,Name,Detail,Main-Description,Sub-Description,Old-Price,New-Price,Color,Fabric,All Sizes,Extra Detail
868,Color Blaze,"Plain Front with Embroidered Hem, Plain Back, Y Neckline, Full Sleeves",Straight Kurta,This off white jacquard kurta features an embroidered hemline.,"Rs.3,990.00","Rs.1,995.00",Off White,Jacquard,"XXS,XS,S,M,L,XL",Style Note:  An off-white tulip shalwar would complete this outfit beautifully.
869,Dusk Beige,"Embroidered Front, Plain back with Embroidered Hem, Round Neckline with Split, Full Sleeves",Straight Kurta,This pale grey kurta features delicate embroidered floral details.,"Rs.6,990.00","Rs.3,495.00",Grey,Silk Cotton Net,"XXS,XS,S,M,L,XL",Style Note:  A solid white trouser will accentuate the delicate floral appeal of this piece.
870,Mughal Frame,"Printed Front, Printed Back, Y Neckline, Full Sleeves",Straight Tunic,This olive bember grip shirt features unique printed details.,"Rs.6,990.00","Rs.3,495.00",Greenish Beige,Bember Grip,"XXS,XS,S,M,L,XL",Style Note:  Pair this top with beige trousers.
871,Creamy Off white,"Embroidered Front, Embroidered Back, Round Neckline with Slit, Full Sleeves",Straight Kurta,This dreamy off-white silk georgette chiffon shirt comes in a beautifully embroidered straight cut shirt.,"Rs.11,990.00","Rs.5,995.00",Off White,Silk Georgette Chiffon,"XXS,XS,S,M,L,XL",Style Note:  Pair this solid piece with a matching trouser for a timeless monochromatic look.
872,Midnight Moon,,Straight Pants,These navy straight pants are crafted from stretchable cotton.,"Rs.1,690.00",Rs.845.00,Navy,Stretchable Cotton,"XXS,XS,S,M,L,XL",Style Note:  This versatile pair can be worn with a variety of tops.
873,Tulip Elegance-LT-1,,Pleated Shalwar,This pleated shalwar comes in a lovely navy colour and is made from stretchable cotton.,"Rs.1,990.00",Rs.995.00,Navy,Stretchable Cotton,"XXS,XS,S,M,L,XL",
874,Tranquil Luxury,"Embroidered Front, Embroidered Back, Boat Necklines with side Buttons, Full Sleeves with Embroidery",Frok,This ethereal cream coloured frock is crafted from zari box organza and features delicate gold thread work and beautiful pearl buttons.,"Rs.9,990.00","Rs.4,995.00",Cream,Zarri Box Organza,"XXS,XS,S,M,L,XL",Style Note:  A classic pair of pearl drop or delicate crystal hoop earrings would be the perfect accessory for this lady-like piece.
875,Mysterious,,Cigarette Pants,"These black cigarette pants are crafted from zari cotton, and feature embroidered accents.","Rs.2,490.00","Rs.1,618.50",Black,Zari Cotton,"XXS,XS,S,M,L,XL",Style Note:  These versatile trousers can be worn with both embroidered and plain tops.
876,Blue Dust,,Cigarette Pants,This lavish navy blue trousers are made from festive jacquard and feature embroidered details.,"Rs.2,490.00","Rs.1,618.50",Navy,Extra Weft Jacquard,"XXS,XS,S,M,L,XL",Style Note:  This statement piece can be worn with both embroidered and minimalist looks.
877,Kalliope Song,"Printed Front, Printed Back, Three Quarter Sleeves, Y Neckline",Straight Kurt,a,"Rs.4,200.00","Rs.2,100.00",Green,Poly Satin Silk,"XXS,XS,S,M,L,XL,XXL",
878,Orange Nectar,"Printed Front, Printed Back, Y Neckline, Full Sleeves",Straight Tunic,This deep aubergine bember grip shirt features a fiery oriental print all over the front and back.,"Rs.6,990.00","Rs.3,495.00",Purple,Bember Grip,"XXS,XS,S,M,L,XL",Style Note:  A dark purple trouser would complete this look in a befitting manner.
879,Opal Black,,Cigarette Pants,These black cigarette pants are made from stretchable cotton.,"Rs.1,690.00","Rs.1,098.50",Black,Stretchable Cotton,"XXS,XS,S,M,L,XL",Style Note:  This versatile pair can be worn with a variety of tops.
880,Magnus,,Cigarette Pants,These black cigarette pants are made from yarn dyed fabric.,"Rs.2,490.00","Rs.1,618.50",Black,Yarn Dyed,"XXS,XS,S,M,L,XL",Style Note:  This versatile pair can be worn with a variety of tops.
881,Petra Blue,,Boot Cut Pants,These navy boot cut pants are made from yarn dyed fabric.,"Rs.2,490.00","Rs.1,245.00",Navy,Yarn Dyed,"XXS,XS,S,M,L,XL",Style Note:  This versatile pair can be worn with a variety of tops.
882,Mocca Love,,Culottes,These beige cotton satin culottes are perfect for the summer.,"Rs.2,490.00","Rs.1,245.00",Beige,Cotton satin,"XXS,XS,S,M,L,XL",Style Note:  This versatile pair can be worn with a variety of tops.
883,Blooming Yard,"Embroidered Front, Plain Back, Full Sleeves With Embroidery, Ban Neckline With Placket",Straight Kurta,This glowing verdant piece comprises of an embroidered polyester organza material.,"Rs.6,990.00","Rs.3,495.00",White,Polyester Organza,"XXS,XS,S,M,L,XL",
884,Andaz E Shahi,"Embroidered Front, Plain Back, Full Sleeves With Embroidery, V Neckline",Angrakha,This feminine and dainty angrakha style top is crafted from silk cotton net.,"Rs.6,990.00","Rs.3,495.00",Light Pink,Silk Cotton Net,"XXS,XS,S,M,L,XL",
885,Graphite Stone B,"Embroidered Front, Plain Back With Embellished Hem, Full Sleeves With Embroidery, Y Neckline",Front Slit Shirt,This elegant grey raw silk shirt features fine embroidered details.,"Rs.6,990.00","Rs.3,495.00",Grey,Raw silk,"XXS,XS,S,M,L,XL",
886,Black Widow,"Embroidered Front, Plain Back With Embroidered Hem, Full Sleeves With Embroidery, Boat Neck",Straight Kurta,This sleek black organza piece features linear embroidered motifs.,"Rs.5,450.00","Rs.2,725.00",Black,Organza,"XXS,XS,S,M,L,XL",
887,Black Ascents,"Embroidered Front, Plain Back, Full Sleeves With Embroidery, V Neckline",Straight Kurta,This black raw silk shirt features lovely sheer panels and blue floral motifs.,"Rs.6,990.00","Rs.3,495.00",Black,Raw Silk,"XXS,XS,S,M,L,XL",
888,Sprouting Cream,"Embroidered Front, Plain Back, Full Sleeves, Ban Neckline With Placket",Straight Kurta,This peachy perfect look features elegant sheer panels and embroidered details.,"Rs.6,990.00","Rs.3,495.00",Cream,Cotton Net,"XXS,XS,S,M,L,XL",
889,Gilded Rose,"Embroidered Front, Plain Back With Embroidered Hem, Full Sleeves With Embroidered Patti, Round Neckline",Straight Kurta,A heavily worked neckline adds to the traditional appeal of this pale peach bember grip shirt.,"Rs.6,990.00","Rs.3,495.00",Light Peach,Bember Grip,"XXS,XS,S,M,L,XL",
890,Black Jewelled,"Embroidered Front, Plain Back, Full Sleeves With Embroidery, V Neckline",Straight Kurta,This embroidered organza shirt is one for the books.,"Rs.5,990.00","Rs.2,995.00",Black,Organza,"XXS,XS,S,M,L,XL",
891,Roso Colon,"Embroidered Front, Embellished Back, Full Sleeves With Embroidery, Y Neckline",Straight Kurta,This white organza shirt features a delightful contrast trim.,"Rs.6,990.00","Rs.3,495.00",White,Organza,"XXS,XS,S,M,L,XL",
892,Renaissance Green,"Embroidered Front, Plain Back With Embroidered Hem, Full Sleeves With Embroidery, Round Neckline With Slit",Straight Kurta,"This light green box organza shirt features candy pink embroidery, making for a fun and feminine piece.","Rs.7,990.00","Rs.3,995.00",Light Green,Box Organza,"XXS,XS,S,M,L,XL",
893,Pearls and Flowers,"Embellished Front, Plain Back, Full Sleeves With Embroidery, Round Neckline With Slit",Straight Kurta,This dreamy white piece is crafted from poly net and raw silk and features delicate embroidered accents.,"Rs.7,990.00","Rs.3,995.00",White,Poly net & raw Silk,"XXS,XS,S,M,L,XL",
894,Galaxy Blue,,Culottes,These navy culottes are crafted from jacquard and feature extensive thread work.,"Rs.3,490.00","Rs.1,745.00",Navy,Self Jacquard,"XXS,XS,S,M,L,XL",
895,Charcoal Mirage,,Culottes,These fabulous culottes are made from bember grip and feature fancy sheer details.,"Rs.2,490.00","Rs.1,245.00",Black,Blended Grip,"XXS,XS,S,M,L,XL",
896,Butterfly Bush,"Printed Front, Printed Back, Full Sleeves, Boat Neckline",Straight Shirt,"Out with the dull, and in with the bold - this digitally print on blended satin silk, this outift just screams summer - and is an exciting take on formal wear.","Rs.4,490.00","Rs.2,245.00",Multi Color,Blended Satin Silk,"XXS,XS,S,M,L,XL",
897,Nigella Blue,"Printed Front, Printed Back, Full Sleeves, Y Neckline",Straight Kurta,"This digitally printed bember grip shirt features vivid floral details, ideal for wearing in the summer.","Rs.5,990.00","Rs.2,995.00",Blue,Bember Grip,"XXS,XS,S,M,L,XL",
898,Jewel Sky,"Printed Front With Embellished Neck Patti, Printed Back, Full Sleeves, Y Neckline",Straight Kurta,This elegant silk tunic features swirling baroque motifs and Grecian design elements.,"Rs.5,990.00","Rs.2,995.00",Multi,Blended Satin Silk,"XXS,XS,S,M,L,XL",
899,Cherry Bliss Red,"Plain Front,Plain Back,Full Sleeves,Boat Neck With Key Hole",Fusion Top,This maroon piece features a boat neck with key hole detailing and fun peasant sleeves.,"Rs.3,490.00","Rs.1,745.00",Maroon,Blended Crepe,"XXS,XS,S,M,L,XL",
900,Delicate Details,"Embroidered Front, Plain Back With Embroidered Hem, Full Sleeves With Embroidered Patti, Y Neckline",Straight Kurta,This cream coloured kameez is made from bember grip and features delicate embroidered details.,"Rs.6,990.00","Rs.3,495.00",Cream,Bember Grip,"XXS,XS,S,M,L,XL",
901,Empire Blue,"Plain Front,Plain Back,Full Sleeves,Round Neckline",Straight Shirt With Round Hem,This sophisticated blue top is made from textured crepe and features a round hem.,"Rs.3,490.00","Rs.1,745.00",Blue,Textured Box Stripe Crepe,"XXS,XS,S,M,L,XL",
902,Iridescence,"Embroidered Front, Plain Back With Embroidered Motif, Full Sleeves With Embroidery, Square Neck",Panelled Shirt,"This pistachio coloured piece is a blended grip solid, featured intricate thread work and embellished details.","Rs.7,990.00","Rs.3,995.00",Pistachio,Blended Grip,"XXS,XS,S,M,L,XL",
903,Veronica,"Plain Front,Plain Back,Full Sleeves,Banned Neckline",Front Open Fusion Top,This elegant bottle green shirt is made from blended crepe.,"Rs.3,490.00","Rs.1,745.00",Green,Blended Crepe,"XXS,XS,S,M,L,XL",
904,Sun Shine Beige,"Plain Front,Plain Back,Three Quarter Sleeves,Banned Neckline",Frok,This bohemian dress is crafted from a unique textured crepe material.,"Rs.3,490.00","Rs.1,745.00",Beige,Textured Box Stripe Crepe,"XXS,XS,S,M,L,XL",
905,Yellow Fiesty,"Plain Front,Plain Back,Full Sleeves,Collared Neck",Collar Shirt With Round Hem,This sunny yellow piece is crafted from blended crepe and sports a preppy collar.,"Rs.3,490.00","Rs.1,745.00",Yellow,Blended Crepe,"XXS,XS,S,M,L,XL",
906,Scout,,Straight Pants,These black raw silk trousers are a must have for your wardrobe.,"Rs.2,990.00","Rs.1,495.00",Black,Raw Silk,"XXS,XS,S,M,L,XL",
907,Lady Like,Ready To Wear,Embroidered Straight Pants,Hints of teal embroidery elevate these basic black trousers .,"Rs.2,250.00","Rs.1,125.00",,Dobby Color: Black,"XXS,XS,S,M,L,XL",
908,White Straight Pants,Ready To Wear,Straight Pants,These cambric trousers feature black colourblocked details.,"Rs.1,490.00",Rs.745.00,White,Plain Cambric,"XXS,XS,S,M,L,XL",
909,Navy Straight Pants,Ready To Wear,Straight Pants,These easy breezy navy pants are perfect for wearing all summer round.,"Rs.1,490.00",Rs.745.00,,Plain Cambric Color: Navy,"XXS,XS,S,M,L,XL",
910,Off-White Shalwar,Ready To Wear,Shalwar,"Strut into spring in Sapphire's latest Ready-to-Wear collection. A curation of fresh styles, dazzling prints and flattering cuts featuring high quality fabrics guaranteed to keep you looking and feeling cool this spring.","Rs.1,490.00",Rs.745.00,Off-White,Plain Cambric,"XXS,XS,S,M,L,XL",
911,Sheer Elegance A,Ready To Wear,Boot cut Pants,"Strut into spring in Sapphire's latest Ready-to-Wear collection. A curation of fresh styles, dazzling prints and flattering cuts featuring high quality fabrics guaranteed to keep you looking and feeling cool this spring.","Rs.1,790.00","Rs.1,163.50",Off-White,Cotton Lycra,"XXS,XS,S,M,L,XL",
912,Floral Ornate,"Printed Front, Printed Back, Full Sleeves, Ban Neck with Placket",Straight Kurta,Tones of berry pinks and currant purples make for a delightful linen kurta.,"Rs.2,790.00","Rs.1,395.00",Purple,Plain Lilen,"XXS,XS,S,M,L,XL",
913,Sunshine Black,e Pant,Ready To Wea,r,"Rs.3,650.00","Rs.1,825.00",ette Pant,tte Pants,"XXS,XS,S,M,L,XL","Color: Black
Fabric: Raw Silk"
914,Cascading Flora Black,Ready To Wear,Cigarette Pants,"For those fashion days when we need simple, chic perfection for our look, these classic, slim ebony pants will always be our first choice!","Rs.3,850.00","Rs.1,925.00",Black,Raw Silk,"XXS,XS,S,M,L,XL",
915,Prismatic-Black,Ready To Wear,Straight Pants,"Downright magical, these edgy black pants with exquisite, black florals embroidered along the leg and adorned with glistening pearl.","Rs.4,150.00","Rs.2,075.00",Black,Silk,"XXS,XS,S,M,L,XL",
916,Black Sparked,,Ready To Wea,r,"Rs.2,800.00","Rs.1,400.00",Pan,ant,"XXS,XS,S,M,L,XL",Fabric: Viscose Pk Raw Silk Color: Black
917,Panther,,Straight Pants,"These straight black trousers feature lightly embroidered details, making them ideal for daily wear.","Rs.2,490.00","Rs.1,618.50",Black,Textured Cotton,"XXS,XS,S,M,L,XL",
918,Storm A,Ready To Wear,Straight Pants,These versatile navy pants are made from premium cotton lycra.,"Rs.1,450.00",Rs.942.50,Navy,Cotton Lycra,"XXS,XS,S,M,L,XL",
919,Navy Boot Cut Pants,Pant,Ready To Wear,,"Rs.1,490.00",Rs.745.00,Cut Pant,ut Pants,"XXS,XS,S,M,L,XL",Fabric: Plain Cambric Color: Navy
920,Upside Down,,Straight,These black straight cut trousers will go with a versatile number of looks.,"Rs.1,990.00","Rs.1,293.50",Black,Stretchable Cotton,"XXS,XS,S,M,L,XL",
921,Right strike,,Culotte,"A tranquil blue pair of cotton trousers, to make sure you're fashionable even if you're off duty.","Rs.1,490.00",Rs.745.00,Navy Blue,Cotton,"XXS,XS,S,M,L,XL",
922,Paradise Valley,"Gotta Detail On Front, Plain Back, Full Sleeves, Ban Neckline",Straight Kurta,This solid maroon shirt features gota details rendered carefully upon a blended grip surface.,"Rs.7,990.00","Rs.3,995.00",Maroon,Blended Grip,"XXS,XS,S,M,L,XL",Style Note:  Amp up the festive appeal of this look by pairing with gold jacquard trousers.
923,Midnight Jewel,"Embroidered Front,Plain Back,Full Sleeves,Round Neckline",Drop Shoulder Straight Shirt,Black silk cotton net acts as the perfect base for heavy white embroidery in this one piece.,"Rs.7,990.00","Rs.3,995.00",Black,Silk Cotton Net,"XXS,XS,S,M,L,XL",
924,Aztec Beige,,Cigarette Pants,This beige embroidered trouser is made from textured cotton and is a neutral classic.,"Rs.2,490.00","Rs.1,245.00",Beige,Textured Cotton,"XXS,XS,S,M,L,XL",Style Note:  Pair with a variety of tops for an easy summer look.
925,Dot Swirl,,Shalwar,This black cotton shalwar features embroidered details and adds a vintage appeal to any look.,"Rs.2,990.00","Rs.1,495.00",Black,Cotton,"XXS,XS,S,M,L,XL",
926,Mystic Lotus,,Cigarette Pants,"These embroidered silk pants come in a pristine shade of black, making them perfect for pairing with a variety of tops.","Rs.3,490.00","Rs.1,745.00",Black,Raw Silk,"XXS,XS,S,M,L,XL",Style Note:  Classic block heels in a matching colour are sure to take this look to the next level.
927,Blue Moon A,Ready To Wear,Cigarette Pants,These navy cigarette pants are breathable thanks to the cotton lycra used in their manufacture.,"Rs.1,790.00",Rs.895.00,Navy,Cotton Lycra,"XXS,XS,S,M,L,XL",
928,Blue Moon B,Ready To Wear,Cigarette Pants,These navy cigarette trousers are crafted from premium cotton lycra.,"Rs.1,790.00",Rs.895.00,Navy,Cotton Lycra,"XXS,XS,S,M,L,XL",
929,Blue reef A,Ready To Wear,Straight Pants,A classic navy trouser that is both versatile and comfortable.,"Rs.1,790.00",Rs.895.00,Navy,Cotton Lycra,"XXS,XS,S,M,L,XL",
930,Blue reef B,Ready To Wear,Straight Pants,Add these navy cotton lycra pants to your wardrobe- they are stylish and extremely versatile.,"Rs.1,790.00",Rs.895.00,Navy,Cotton Lycra,"XXS,XS,S,M,L,XL",
931,Dynamism B,Ready To Wear,Boot cut Pants,These breezy cotton lycra trousers feature a trendy boot cut design.,"Rs.1,790.00",Rs.895.00,Navy,Cotton Lycra,"XXS,XS,S,M,L,XL",
932,Luna,Ready To Wear,Boot cut Pants,The navy colour of these pants is accentuated by the white stripe detailing.,"Rs.1,750.00",Rs.875.00,Navy,Cotton Lycra,"XXS,XS,S,M,L,XL",
933,Dynamism A,Ready To Wear,Boot cut Pants,"Strut into spring in Sapphire's latest Ready-to-Wear collection. A curation of fresh styles, dazzling prints and flattering cuts featuring high quality fabrics guaranteed to keep you looking and feeling cool this spring.","Rs.1,790.00",Rs.895.00,Navy,Cotton Lycra,"XXS,XS,S,M,L,XL",
934,Luna A,Ready To Wear,Boot cut Pants,"Strut into spring in Sapphire's latest Ready-to-Wear collection. A curation of fresh styles, dazzling prints and flattering cuts featuring high quality fabrics guaranteed to keep you looking and feeling cool this spring.","Rs.1,750.00",Rs.875.00,Navy,Cotton Lycra,"XXS,XS,S,M,L,XL",
935,Sunshine Beige,e Pant,Ready To Wea,r,"Rs.3,650.00","Rs.1,825.00",ette Pant,tte Pants,"XXS,XS,S,M,L,XL","Color: Beige
Fabric: Raw Silk"
936,Flora Eternity 3,Pant,Ready To Wea,r,"Rs.2,650.00","Rs.1,722.50",ght Pant,ht Pants,"XXS,XS,S,M,L,XL","Color: Off white
Fabric: 100%Cotton Cambric"
937,Walk a life,Ready To Wear,Embroidered Culotte Pants,Stay easy and breezy in these embroidered white culottes.,"Rs.3,650.00","Rs.1,825.00",White,Raw Silk,"XXS,XS,S,M,L,XL",
938,Botanical Rose,Ready To Wear,Cigarette Pants,These raw silk pants feature an elegant embroidered motif.,"Rs.3,250.00","Rs.1,625.00",White,PK Raw Silk,"XXS,XS,S,M,L,XL",
939,Geometric Bloom Beige,Pant,Ready To Wear,,"Rs.3,850.00","Rs.1,925.00",Cut Pant,ut Pants,"XXS,XS,S,M,L,XL",Fabric: PK Raw Silk Color: Beige
940,Geometric Waves Beige,"de legged beige pants are the perfect companions to all your fashionable tunics and even, traditional kurtas.",Ready To Wea,r,"Rs.3,250.00","Rs.1,625.00","wide legged beige pants are the perfect companions to all your fashionable tunics and even, traditional kurtas.","wide legged beige pants are the perfect companions to all your fashionable tunics and even, traditional kurtas.","XXS,XS,S,M,L,XL",
941,Cascading Flora,personifies style like stylish tapered pants and the white florals add such a sophisticated touch to these pants,Ready To Wea,r,"Rs.3,850.00","Rs.1,925.00",ng personifies style like stylish tapered pants and the white florals add such a sophisticated touch to these pants,g personifies style like stylish tapered pants and the white florals add such a sophisticated touch to these pants.,"XXS,XS,S,M,L,XL",
